game,agent_mark,ply,board,player,action,after
376,X,3,O.X......,X,3,O.XX.....
376,X,4,O.XX.....,O,4,O.XXO....
376,X,5,O.XXO....,X,6,O.XXO.X..
376,X,6,O.XXO.X..,O,8,O.XXO.X.O
377,O,1,.........,X,6,......X..
377,O,2,......X..,O,0,O.....X..
377,O,3,O.....X..,X,4,O...X.X..
377,O,4,O...X.X..,O,8,O...X.X.O
377,O,5,O...X.X.O,X,5,O...XXX.O
377,O,6,O...XXX.O,O,3,O..OXXX.O
377,O,7,O..OXXX.O,X,7,O..OXXXXO
377,O,8,O..OXXXXO,O,2,O.OOXXXXO
377,O,9,O.OOXXXXO,X,1,OXOOXXXXO
378,X,1,.........,X,4,....X....
378,X,2,....X....,O,1,.O..X....
378,X,3,.O..X....,X,8,.O..X...X
378,X,4,.O..X...X,O,3,.O.OX...X
378,X,5,.O.OX...X,X,6,.O.OX.X.X
378,X,6,.O.OX.X.X,O,7,.O.OX.XOX
378,X,7,.O.OX.XOX,X,5,.O.OXXXOX
378,X,8,.O.OXXXOX,O,2,.OOOXXXOX
378,X,9,.OOOXXXOX,X,0,XOOOXXXOX
379,O,1,.........,X,7,.......X.
379,O,2,.......X.,O,6,......OX.
379,O,3,......OX.,X,2,..X...OX.
379,O,4,..X...OX.,O,3,..XO..OX.
379,O,5,..XO..OX.,X,8,..XO..OXX
379,O,6,..XO..OXX,O,0,O.XO..OXX
380,X,1,.........,X,5,.....X...
380,X,2,.....X...,O,8,.....X..O
380,X,3,.....X..O,X,1,.X...X..O
380,X,4,.X...X..O,O,2,.XO..X..O
380,X,5,.XO..X..O,X,7,.XO..X.XO
380,X,6,.XO..X.XO,O,6,.XO..XOXO
380,X,7,.XO..XOXO,X,4,.XO.XXOXO
381,O,1,.........,X,2,..X......
381,O,2,..X......,O,8,..X.....O
381,O,3,..X.....O,X,6,..X...X.O
381,O,4,..X...X.O,O,7,..X...XOO
381,O,5,..X...XOO,X,3,..XX..XOO
381,O,6,..XX..XOO,O,1,.OXX..XOO
381,O,7,.OXX..XOO,X,0,XOXX..XOO
382,X,1,.........,X,6,......X..
382,X,2,......X..,O,3,...O..X..
382,X,3,...O..X..,X,0,X..O..X..
382,X,4,X..O..X..,O,1,XO.O..X..
382,X,5,XO.O..X..,X,4,XO.OX.X..
382,X,6,XO.OX.X..,O,7,XO.OX.XO.
382,X,7,XO.OX.XO.,X,5,XO.OXXXO.
382,X,8,XO.OXXXO.,O,2,XOOOXXXO.
382,X,9,XOOOXXXO.,X,8,XOOOXXXOX
383,O,1,.........,X,4,....X....
383,O,2,....X....,O,2,..O.X....
383,O,3,..O.X....,X,8,..O.X...X
383,O,4,..O.X...X,O,3,..OOX...X
383,O,5,..OOX...X,X,0,X.OOX...X
384,X,1,.........,X,2,..X......
384,X,2,..X......,O,8,..X.....O
384,X,3,..X.....O,X,5,..X..X..O
384,X,4,..X..X..O,O,1,.OX..X..O
384,X,5,.OX..X..O,X,6,.OX..XX.O
384,X,6,.OX..XX.O,O,0,OOX..XX.O
384,X,7,OOX..XX.O,X,4,OOX.XXX.O
385,O,1,.........,X,6,......X..
385,O,2,......X..,O,4,....O.X..
385,O,3,....O.X..,X,8,....O.X.X
385,O,4,....O.X.X,O,0,O...O.X.X
385,O,5,O...O.X.X,X,3,O..XO.X.X
385,O,6,O..XO.X.X,O,7,O..XO.XOX
385,O,7,O..XO.XOX,X,5,O..XOXXOX
385,O,8,O..XOXXOX,O,1,OO.XOXXOX
386,X,1,.........,X,1,.X.......
386,X,2,.X.......,O,6,.X....O..
386,X,3,.X....O..,X,0,XX....O..
386,X,4,XX....O..,O,3,XX.O..O..
386,X,5,XX.O..O..,X,5,XX.O.XO..
386,X,6,XX.O.XO..,O,7,XX.O.XOO.
386,X,7,XX.O.XOO.,X,2,XXXO.XOO.
387,O,1,.........,X,4,....X....
387,O,2,....X....,O,5,....XO...
387,O,3,....XO...,X,8,....XO..X
387,O,4,....XO..X,O,7,....XO.OX
387,O,5,....XO.OX,X,0,X...XO.OX
388,X,1,.........,X,4,....X....
388,X,2,....X....,O,1,.O..X....
388,X,3,.O..X....,X,8,.O..X...X
388,X,4,.O..X...X,O,0,OO..X...X
388,X,5,OO..X...X,X,2,OOX.X...X
388,X,6,OOX.X...X,O,7,OOX.X..OX
388,X,7,OOX.X..OX,X,6,OOX.X.XOX
389,O,1,.........,X,5,.....X...
389,O,2,.....X...,O,8,.....X..O
389,O,3,.....X..O,X,2,..X..X..O
389,O,4,..X..X..O,O,0,O.X..X..O
389,O,5,O.X..X..O,X,1,OXX..X..O
389,O,6,OXX..X..O,O,7,OXX..X.OO
389,O,7,OXX..X.OO,X,4,OXX.XX.OO
389,O,8,OXX.XX.OO,O,6,OXX.XXOOO
390,X,1,.........,X,3,...X.....
390,X,2,...X.....,O,2,..OX.....
390,X,3,..OX.....,X,7,..OX...X.
390,X,4,..OX...X.,O,1,.OOX...X.
390,X,5,.OOX...X.,X,6,.OOX..XX.
390,X,6,.OOX..XX.,O,5,.OOX.OXX.
390,X,7,.OOX.OXX.,X,0,XOOX.OXX.
391,O,1,.........,X,0,X........
391,O,2,X........,O,6,X.....O..
391,O,3,X.....O..,X,7,X.....OX.
391,O,4,X.....OX.,O,1,XO....OX.
391,O,5,XO....OX.,X,4,XO..X.OX.
391,O,6,XO..X.OX.,O,3,XO.OX.OX.
391,O,7,XO.OX.OX.,X,5,XO.OXXOX.
391,O,8,XO.OXXOX.,O,8,XO.OXXOXO
391,O,9,XO.OXXOXO,X,2,XOXOXXOXO
392,X,1,.........,X,3,...X.....
392,X,2,...X.....,O,5,...X.O...
392,X,3,...X.O...,X,6,...X.OX..
392,X,4,...X.OX..,O,4,...XOOX..
392,X,5,...XOOX..,X,7,...XOOXX.
392,X,6,...XOOXX.,O,8,...XOOXXO
392,X,7,...XOOXXO,X,1,.X.XOOXXO
392,X,8,.X.XOOXXO,O,2,.XOXOOXXO
393,O,1,.........,X,6,......X..
393,O,2,......X..,O,7,......XO.
393,O,3,......XO.,X,2,..X...XO.
393,O,4,..X...XO.,O,4,..X.O.XO.
393,O,5,..X.O.XO.,X,0,X.X.O.XO.
393,O,6,X.X.O.XO.,O,8,X.X.O.XOO
393,O,7,X.X.O.XOO,X,3,X.XXO.XOO
394,X,1,.........,X,8,........X
394,X,2,........X,O,5,.....O..X
394,X,3,.....O..X,X,2,..X..O..X
394,X,4,..X..O..X,O,1,.OX..O..X
394,X,5,.OX..O..X,X,0,XOX..O..X
394,X,6,XOX..O..X,O,7,XOX..O.OX
394,X,7,XOX..O.OX,X,3,XOXX.O.OX
394,X,8,XOXX.O.OX,O,4,XOXXOO.OX
395,O,1,.........,X,8,........X
395,O,2,........X,O,3,...O....X
395,O,3,...O....X,X,4,...OX...X
395,O,4,...OX...X,O,6,...OX.O.X
395,O,5,...OX.O.X,X,1,.X.OX.O.X
395,O,6,.X.OX.O.X,O,0,OX.OX.O.X
396,X,1,.........,X,6,......X..
396,X,2,......X..,O,7,......XO.
396,X,3,......XO.,X,2,..X...XO.
396,X,4,..X...XO.,O,0,O.X...XO.
396,X,5,O.X...XO.,X,4,O.X.X.XO.
397,O,1,.........,X,2,..X......
397,O,2,..X......,O,1,.OX......
397,O,3,.OX......,X,4,.OX.X....
397,O,4,.OX.X....,O,0,OOX.X....
397,O,5,OOX.X....,X,6,OOX.X.X..
398,X,1,.........,X,2,..X......
398,X,2,..X......,O,3,..XO.....
398,X,3,..XO.....,X,8,..XO....X
398,X,4,..XO....X,O,6,..XO..O.X
398,X,5,..XO..O.X,X,5,..XO.XO.X
399,O,1,.........,X,4,....X....
399,O,2,....X....,O,6,....X.O..
399,O,3,....X.O..,X,8,....X.O.X
399,O,4,....X.O.X,O,3,...OX.O.X
399,O,5,...OX.O.X,X,0,X..OX.O.X
400,X,1,.........,X,2,..X......
400,X,2,..X......,O,1,.OX......
400,X,3,.OX......,X,0,XOX......
400,X,4,XOX......,O,3,XOXO.....
400,X,5,XOXO.....,X,6,XOXO..X..
400,X,6,XOXO..X..,O,7,XOXO..XO.
400,X,7,XOXO..XO.,X,5,XOXO.XXO.
400,X,8,XOXO.XXO.,O,4,XOXOOXXO.
401,O,1,.........,X,4,....X....
401,O,2,....X....,O,5,....XO...
401,O,3,....XO...,X,7,....XO.X.
401,O,4,....XO.X.,O,2,..O.XO.X.
401,O,5,..O.XO.X.,X,1,.XO.XO.X.
402,X,1,.........,X,8,........X
402,X,2,........X,O,4,....O...X
402,X,3,....O...X,X,3,...XO...X
402,X,4,...XO...X,O,0,O..XO...X
402,X,5,O..XO...X,X,2,O.XXO...X
402,X,6,O.XXO...X,O,1,OOXXO...X
402,X,7,OOXXO...X,X,5,OOXXOX..X
403,O,1,.........,X,7,.......X.
403,O,2,.......X.,O,8,.......XO
403,O,3,.......XO,X,0,X......XO
403,O,4,X......XO,O,5,X....O.XO
403,O,5,X....O.XO,X,4,X...XO.XO
403,O,6,X...XO.XO,O,2,X.O.XO.XO
404,X,1,.........,X,6,......X..
404,X,2,......X..,O,3,...O..X..
404,X,3,...O..X..,X,7,...O..XX.
404,X,4,...O..XX.,O,8,...O..XXO
404,X,5,...O..XXO,X,5,...O.XXXO
404,X,6,...O.XXXO,O,4,...OOXXXO
404,X,7,...OOXXXO,X,0,X..OOXXXO
404,X,8,X..OOXXXO,O,1,XO.OOXXXO
404,X,9,XO.OOXXXO,X,2,XOXOOXXXO
405,O,1,.........,X,5,.....X...
405,O,2,.....X...,O,4,....OX...
405,O,3,....OX...,X,0,X...OX...
405,O,4,X...OX...,O,2,X.O.OX...
405,O,5,X.O.OX...,X,8,X.O.OX..X
405,O,6,X.O.OX..X,O,1,XOO.OX..X
405,O,7,XOO.OX..X,X,3,XOOXOX..X
405,O,8,XOOXOX..X,O,7,XOOXOX.OX
406,X,1,.........,X,3,...X.....
406,X,2,...X.....,O,4,...XO....
406,X,3,...XO....,X,1,.X.XO....
406,X,4,.X.XO....,O,7,.X.XO..O.
406,X,5,.X.XO..O.,X,2,.XXXO..O.
406,X,6,.XXXO..O.,O,8,.XXXO..OO
406,X,7,.XXXO..OO,X,6,.XXXO.XOO
406,X,8,.XXXO.XOO,O,5,.XXXOOXOO
406,X,9,.XXXOOXOO,X,0,XXXXOOXOO
407,O,1,.........,X,6,......X..
407,O,2,......X..,O,1,.O....X..
407,O,3,.O....X..,X,4,.O..X.X..
407,O,4,.O..X.X..,O,5,.O..XOX..
407,O,5,.O..XOX..,X,7,.O..XOXX.
407,O,6,.O..XOXX.,O,2,.OO.XOXX.
407,O,7,.OO.XOXX.,X,0,XOO.XOXX.
407,O,8,XOO.XOXX.,O,8,XOO.XOXXO
408,X,1,.........,X,0,X........
408,X,2,X........,O,5,X....O...
408,X,3,X....O...,X,6,X....OX..
408,X,4,X....OX..,O,1,XO...OX..
408,X,5,XO...OX..,X,3,XO.X.OX..
409,O,1,.........,X,3,...X.....
409,O,2,...X.....,O,6,...X..O..
409,O,3,...X..O..,X,5,...X.XO..
409,O,4,...X.XO..,O,2,..OX.XO..
409,O,5,..OX.XO..,X,8,..OX.XO.X
409,O,6,..OX.XO.X,O,4,..OXOXO.X
410,X,1,.........,X,3,...X.....
410,X,2,...X.....,O,7,...X...O.
410,X,3,...X...O.,X,4,...XX..O.
410,X,4,...XX..O.,O,2,..OXX..O.
410,X,5,..OXX..O.,X,8,..OXX..OX
410,X,6,..OXX..OX,O,5,..OXXO.OX
410,X,7,..OXXO.OX,X,1,.XOXXO.OX
410,X,8,.XOXXO.OX,O,6,.XOXXOOOX
410,X,9,.XOXXOOOX,X,0,XXOXXOOOX
411,O,1,.........,X,1,.X.......
411,O,2,.X.......,O,5,.X...O...
411,O,3,.X...O...,X,8,.X...O..X
411,O,4,.X...O..X,O,6,.X...OO.X
411,O,5,.X...OO.X,X,0,XX...OO.X
411,O,6,XX...OO.X,O,4,XX..OOO.X
411,O,7,XX..OOO.X,X,3,XX.XOOO.X
411,O,8,XX.XOOO.X,O,7,XX.XOOOOX
411,O,9,XX.XOOOOX,X,2,XXXXOOOOX
412,X,1,.........,X,0,X........
412,X,2,X........,O,3,X..O.....
412,X,3,X..O.....,X,5,X..O.X...
412,X,4,X..O.X...,O,6,X..O.XO..
412,X,5,X..O.XO..,X,8,X..O.XO.X
412,X,6,X..O.XO.X,O,2,X.OO.XO.X
412,X,7,X.OO.XO.X,X,7,X.OO.XOXX
412,X,8,X.OO.XOXX,O,4,X.OOOXOXX
413,O,1,.........,X,5,.....X...
413,O,2,.....X...,O,8,.....X..O
413,O,3,.....X..O,X,7,.....X.XO
413,O,4,.....X.XO,O,3,...O.X.XO
413,O,5,...O.X.XO,X,4,...OXX.XO
413,O,6,...OXX.XO,O,6,...OXXOXO
413,O,7,...OXXOXO,X,2,..XOXXOXO
413,O,8,..XOXXOXO,O,1,.OXOXXOXO
413,O,9,.OXOXXOXO,X,0,XOXOXXOXO
414,X,1,.........,X,2,..X......
414,X,2,..X......,O,3,..XO.....
414,X,3,..XO.....,X,4,..XOX....
414,X,4,..XOX....,O,0,O.XOX....
414,X,5,O.XOX....,X,8,O.XOX...X
414,X,6,O.XOX...X,O,6,O.XOX.O.X
415,O,1,.........,X,4,....X....
415,O,2,....X....,O,1,.O..X....
415,O,3,.O..X....,X,3,.O.XX....
415,O,4,.O.XX....,O,7,.O.XX..O.
415,O,5,.O.XX..O.,X,0,XO.XX..O.
415,O,6,XO.XX..O.,O,8,XO.XX..OO
415,O,7,XO.XX..OO,X,5,XO.XXX.OO
416,X,1,.........,X,2,..X......
416,X,2,..X......,O,7,..X....O.
416,X,3,..X....O.,X,4,..X.X..O.
416,X,4,..X.X..O.,O,1,.OX.X..O.
416,X,5,.OX.X..O.,X,0,XOX.X..O.
416,X,6,XOX.X..O.,O,3,XOXOX..O.
416,X,7,XOXOX..O.,X,5,XOXOXX.O.
416,X,8,XOXOXX.O.,O,8,XOXOXX.OO
416,X,9,XOXOXX.OO,X,6,XOXOXXXOO
417,O,1,.........,X,7,.......X.
417,O,2,.......X.,O,4,....O..X.
417,O,3,....O..X.,X,8,....O..XX
417,O,4,....O..XX,O,6,....O.OXX
417,O,5,....O.OXX,X,5,....OXOXX
417,O,6,....OXOXX,O,3,...OOXOXX
417,O,7,...OOXOXX,X,2,..XOOXOXX
418,X,1,.........,X,5,.....X...
418,X,2,.....X...,O,7,.....X.O.
418,X,3,.....X.O.,X,8,.....X.OX
418,X,4,.....X.OX,O,6,.....XOOX
418,X,5,.....XOOX,X,0,X....XOOX
418,X,6,X....XOOX,O,1,XO...XOOX
418,X,7,XO...XOOX,X,4,XO..XXOOX
419,O,1,.........,X,4,....X....
419,O,2,....X....,O,1,.O..X....
419,O,3,.O..X....,X,2,.OX.X....
419,O,4,.OX.X....,O,6,.OX.X.O..
419,O,5,.OX.X.O..,X,0,XOX.X.O..
419,O,6,XOX.X.O..,O,5,XOX.XOO..
419,O,7,XOX.XOO..,X,7,XOX.XOOX.
419,O,8,XOX.XOOX.,O,3,XOXOXOOX.
419,O,9,XOXOXOOX.,X,8,XOXOXOOXX
420,X,1,.........,X,3,...X.....
420,X,2,...X.....,O,4,...XO....
420,X,3,...XO....,X,8,...XO...X
420,X,4,...XO...X,O,1,.O.XO...X
420,X,5,.O.XO...X,X,6,.O.XO.X.X
420,X,6,.O.XO.X.X,O,2,.OOXO.X.X
420,X,7,.OOXO.X.X,X,7,.OOXO.XXX
421,O,1,.........,X,1,.X.......
421,O,2,.X.......,O,5,.X...O...
421,O,3,.X...O...,X,4,.X..XO...
421,O,4,.X..XO...,O,2,.XO.XO...
421,O,5,.XO.XO...,X,3,.XOXXO...
421,O,6,.XOXXO...,O,6,.XOXXOO..
421,O,7,.XOXXOO..,X,7,.XOXXOOX.
422,X,1,.........,X,3,...X.....
422,X,2,...X.....,O,0,O..X.....
422,X,3,O..X.....,X,2,O.XX.....
422,X,4,O.XX.....,O,7,O.XX...O.
422,X,5,O.XX...O.,X,1,OXXX...O.
422,X,6,OXXX...O.,O,5,OXXX.O.O.
422,X,7,OXXX.O.O.,X,8,OXXX.O.OX
422,X,8,OXXX.O.OX,O,6,OXXX.OOOX
422,X,9,OXXX.OOOX,X,4,OXXXXOOOX
423,O,1,.........,X,5,.....X...
423,O,2,.....X...,O,0,O....X...
423,O,3,O....X...,X,3,O..X.X...
423,O,4,O..X.X...,O,1,OO.X.X...
423,O,5,OO.X.X...,X,6,OO.X.XX..
423,O,6,OO.X.XX..,O,7,OO.X.XXO.
423,O,7,OO.X.XXO.,X,4,OO.XXXXO.
424,X,1,.........,X,4,....X....
424,X,2,....X....,O,3,...OX....
424,X,3,...OX....,X,5,...OXX...
424,X,4,...OXX...,O,6,...OXXO..
424,X,5,...OXXO..,X,7,...OXXOX.
424,X,6,...OXXOX.,O,8,...OXXOXO
424,X,7,...OXXOXO,X,0,X..OXXOXO
424,X,8,X..OXXOXO,O,2,X.OOXXOXO
424,X,9,X.OOXXOXO,X,1,XXOOXXOXO
425,O,1,.........,X,4,....X....
425,O,2,....X....,O,3,...OX....
425,O,3,...OX....,X,6,...OX.X..
425,O,4,...OX.X..,O,5,...OXOX..
425,O,5,...OXOX..,X,8,...OXOX.X
425,O,6,...OXOX.X,O,0,O..OXOX.X
425,O,7,O..OXOX.X,X,7,O..OXOXXX
426,X,1,.........,X,4,....X....
426,X,2,....X....,O,0,O...X....
426,X,3,O...X....,X,8,O...X...X
426,X,4,O...X...X,O,5,O...XO..X
426,X,5,O...XO..X,X,3,O..XXO..X
426,X,6,O..XXO..X,O,2,O.OXXO..X
426,X,7,O.OXXO..X,X,7,O.OXXO.XX
426,X,8,O.OXXO.XX,O,1,OOOXXO.XX
427,O,1,.........,X,7,.......X.
427,O,2,.......X.,O,0,O......X.
427,O,3,O......X.,X,4,O...X..X.
427,O,4,O...X..X.,O,8,O...X..XO
427,O,5,O...X..XO,X,5,O...XX.XO
427,O,6,O...XX.XO,O,3,O..OXX.XO
427,O,7,O..OXX.XO,X,2,O.XOXX.XO
427,O,8,O.XOXX.XO,O,1,OOXOXX.XO
427,O,9,OOXOXX.XO,X,6,OOXOXXXXO
428,X,1,.........,X,1,.X.......
428,X,2,.X.......,O,3,.X.O.....
428,X,3,.X.O.....,X,7,.X.O...X.
428,X,4,.X.O...X.,O,4,.X.OO..X.
428,X,5,.X.OO..X.,X,5,.X.OOX.X.
428,X,6,.X.OOX.X.,O,6,.X.OOXOX.
428,X,7,.X.OOXOX.,X,8,.X.OOXOXX
428,X,8,.X.OOXOXX,O,2,.XOOOXOXX
429,O,1,.........,X,1,.X.......
429,O,2,.X.......,O,3,.X.O.....
429,O,3,.X.O.....,X,6,.X.O..X..
429,O,4,.X.O..X..,O,2,.XOO..X..
429,O,5,.XOO..X..,X,8,.XOO..X.X
429,O,6,.XOO..X.X,O,7,.XOO..XOX
429,O,7,.XOO..XOX,X,4,.XOOX.XOX
429,O,8,.XOOX.XOX,O,0,OXOOX.XOX
429,O,9,OXOOX.XOX,X,5,OXOOXXXOX
430,X,1,.........,X,5,.....X...
430,X,2,.....X...,O,2,..O..X...
430,X,3,..O..X...,X,3,..OX.X...
430,X,4,..OX.X...,O,6,..OX.XO..
430,X,5,..OX.XO..,X,0,X.OX.XO..
430,X,6,X.OX.XO..,O,1,XOOX.XO..
430,X,7,XOOX.XO..,X,4,XOOXXXO..
431,O,1,.........,X,4,....X....
431,O,2,....X....,O,1,.O..X....
431,O,3,.O..X....,X,7,.O..X..X.
431,O,4,.O..X..X.,O,0,OO..X..X.
431,O,5,OO..X..X.,X,6,OO..X.XX.
431,O,6,OO..X.XX.,O,8,OO..X.XXO
431,O,7,OO..X.XXO,X,5,OO..XXXXO
431,O,8,OO..XXXXO,O,2,OOO.XXXXO
432,X,1,.........,X,1,.X.......
432,X,2,.X.......,O,6,.X....O..
432,X,3,.X....O..,X,0,XX....O..
432,X,4,XX....O..,O,2,XXO...O..
432,X,5,XXO...O..,X,8,XXO...O.X
432,X,6,XXO...O.X,O,7,XXO...OOX
432,X,7,XXO...OOX,X,5,XXO..XOOX
432,X,8,XXO..XOOX,O,3,XXOO.XOOX
432,X,9,XXOO.XOOX,X,4,XXOOXXOOX
433,O,1,.........,X,1,.X.......
433,O,2,.X.......,O,8,.X......O
433,O,3,.X......O,X,7,.X.....XO
433,O,4,.X.....XO,O,6,.X....OXO
433,O,5,.X....OXO,X,4,.X..X.OXO
434,X,1,.........,X,6,......X..
434,X,2,......X..,O,3,...O..X..
434,X,3,...O..X..,X,0,X..O..X..
434,X,4,X..O..X..,O,5,X..O.OX..
434,X,5,X..O.OX..,X,4,X..OXOX..
434,X,6,X..OXOX..,O,1,XO.OXOX..
434,X,7,XO.OXOX..,X,8,XO.OXOX.X
435,O,1,.........,X,4,....X....
435,O,2,....X....,O,6,....X.O..
435,O,3,....X.O..,X,1,.X..X.O..
435,O,4,.X..X.O..,O,2,.XO.X.O..
435,O,5,.XO.X.O..,X,8,.XO.X.O.X
435,O,6,.XO.X.O.X,O,0,OXO.X.O.X
435,O,7,OXO.X.O.X,X,7,OXO.X.OXX
436,X,1,.........,X,6,......X..
436,X,2,......X..,O,3,...O..X..
436,X,3,...O..X..,X,5,...O.XX..
436,X,4,...O.XX..,O,1,.O.O.XX..
436,X,5,.O.O.XX..,X,8,.O.O.XX.X
436,X,6,.O.O.XX.X,O,0,OO.O.XX.X
436,X,7,OO.O.XX.X,X,7,OO.O.XXXX
437,O,1,.........,X,0,X........
437,O,2,X........,O,7,X......O.
437,O,3,X......O.,X,1,XX.....O.
437,O,4,XX.....O.,O,6,XX....OO.
437,O,5,XX....OO.,X,4,XX..X.OO.
437,O,6,XX..X.OO.,O,5,XX..XOOO.
437,O,7,XX..XOOO.,X,2,XXX.XOOO.
438,X,1,.........,X,7,.......X.
438,X,2,.......X.,O,4,....O..X.
438,X,3,....O..X.,X,3,...XO..X.
438,X,4,...XO..X.,O,5,...XOO.X.
438,X,5,...XOO.X.,X,1,.X.XOO.X.
438,X,6,.X.XOO.X.,O,8,.X.XOO.XO
438,X,7,.X.XOO.XO,X,2,.XXXOO.XO
438,X,8,.XXXOO.XO,O,0,OXXXOO.XO
439,O,1,.........,X,3,...X.....
439,O,2,...X.....,O,5,...X.O...
439,O,3,...X.O...,X,4,...XXO...
439,O,4,...XXO...,O,6,...XXOO..
439,O,5,...XXOO..,X,0,X..XXOO..
439,O,6,X..XXOO..,O,1,XO.XXOO..
439,O,7,XO.XXOO..,X,8,XO.XXOO.X
440,X,1,.........,X,8,........X
440,X,2,........X,O,4,....O...X
440,X,3,....O...X,X,6,....O.X.X
440,X,4,....O.X.X,O,2,..O.O.X.X
440,X,5,..O.O.X.X,X,7,..O.O.XXX
441,O,1,.........,X,0,X........
441,O,2,X........,O,3,X..O.....
441,O,3,X..O.....,X,7,X..O...X.
441,O,4,X..O...X.,O,5,X..O.O.X.
441,O,5,X..O.O.X.,X,4,X..OXO.X.
441,O,6,X..OXO.X.,O,6,X..OXOOX.
441,O,7,X..OXOOX.,X,1,XX.OXOOX.
442,X,1,.........,X,2,..X......
442,X,2,..X......,O,1,.OX......
442,X,3,.OX......,X,3,.OXX.....
442,X,4,.OXX.....,O,8,.OXX....O
442,X,5,.OXX....O,X,4,.OXXX...O
442,X,6,.OXXX...O,O,6,.OXXX.O.O
442,X,7,.OXXX.O.O,X,5,.OXXXXO.O
443,O,1,.........,X,2,..X......
443,O,2,..X......,O,3,..XO.....
443,O,3,..XO.....,X,1,.XXO.....
443,O,4,.XXO.....,O,4,.XXOO....
443,O,5,.XXOO....,X,7,.XXOO..X.
443,O,6,.XXOO..X.,O,8,.XXOO..XO
443,O,7,.XXOO..XO,X,0,XXXOO..XO
444,X,1,.........,X,5,.....X...
444,X,2,.....X...,O,6,.....XO..
444,X,3,.....XO..,X,2,..X..XO..
444,X,4,..X..XO..,O,3,..XO.XO..
444,X,5,..XO.XO..,X,0,X.XO.XO..
444,X,6,X.XO.XO..,O,1,XOXO.XO..
444,X,7,XOXO.XO..,X,4,XOXOXXO..
444,X,8,XOXOXXO..,O,7,XOXOXXOO.
444,X,9,XOXOXXOO.,X,8,XOXOXXOOX
445,O,1,.........,X,1,.X.......
445,O,2,.X.......,O,2,.XO......
445,O,3,.XO......,X,0,XXO......
445,O,4,XXO......,O,7,XXO....O.
445,O,5,XXO....O.,X,6,XXO...XO.
445,O,6,XXO...XO.,O,5,XXO..OXO.
445,O,7,XXO..OXO.,X,3,XXOX.OXO.
446,X,1,.........,X,2,..X......
446,X,2,..X......,O,1,.OX......
446,X,3,.OX......,X,6,.OX...X..
446,X,4,.OX...X..,O,0,OOX...X..
446,X,5,OOX...X..,X,7,OOX...XX.
446,X,6,OOX...XX.,O,8,OOX...XXO
446,X,7,OOX...XXO,X,5,OOX..XXXO
446,X,8,OOX..XXXO,O,4,OOX.OXXXO
447,O,1,.........,X,7,.......X.
447,O,2,.......X.,O,8,.......XO
447,O,3,.......XO,X,5,.....X.XO
447,O,4,.....X.XO,O,4,....OX.XO
447,O,5,....OX.XO,X,6,....OXXXO
447,O,6,....OXXXO,O,3,...OOXXXO
447,O,7,...OOXXXO,X,1,.X.OOXXXO
447,O,8,.X.OOXXXO,O,0,OX.OOXXXO
448,X,1,.........,X,7,.......X.
448,X,2,.......X.,O,6,......OX.
448,X,3,......OX.,X,8,......OXX
448,X,4,......OXX,O,0,O.....OXX
448,X,5,O.....OXX,X,4,O...X.OXX
448,X,6,O...X.OXX,O,3,O..OX.OXX
449,O,1,.........,X,5,.....X...
449,O,2,.....X...,O,1,.O...X...
449,O,3,.O...X...,X,8,.O...X..X
449,O,4,.O...X..X,O,3,.O.O.X..X
449,O,5,.O.O.X..X,X,2,.OXO.X..X
450,X,1,.........,X,4,....X....
450,X,2,....X....,O,7,....X..O.
450,X,3,....X..O.,X,6,....X.XO.
450,X,4,....X.XO.,O,5,....XOXO.
450,X,5,....XOXO.,X,2,..X.XOXO.
451,O,1,.........,X,6,......X..
451,O,2,......X..,O,2,..O...X..
451,O,3,..O...X..,X,5,..O..XX..
451,O,4,..O..XX..,O,0,O.O..XX..
451,O,5,O.O..XX..,X,4,O.O.XXX..
451,O,6,O.O.XXX..,O,1,OOO.XXX..
452,X,1,.........,X,2,..X......
452,X,2,..X......,O,8,..X.....O
452,X,3,..X.....O,X,1,.XX.....O
452,X,4,.XX.....O,O,5,.XX..O..O
452,X,5,.XX..O..O,X,7,.XX..O.XO
452,X,6,.XX..O.XO,O,3,.XXO.O.XO
452,X,7,.XXO.O.XO,X,0,XXXO.O.XO
453,O,1,.........,X,8,........X
453,O,2,........X,O,7,.......OX
453,O,3,.......OX,X,4,....X..OX
453,O,4,....X..OX,O,3,...OX..OX
453,O,5,...OX..OX,X,2,..XOX..OX
453,O,6,..XOX..OX,O,0,O.XOX..OX
453,O,7,O.XOX..OX,X,5,O.XOXX.OX
454,X,1,.........,X,4,....X....
454,X,2,....X....,O,6,....X.O..
454,X,3,....X.O..,X,5,....XXO..
454,X,4,....XXO..,O,2,..O.XXO..
454,X,5,..O.XXO..,X,1,.XO.XXO..
454,X,6,.XO.XXO..,O,0,OXO.XXO..
454,X,7,OXO.XXO..,X,7,OXO.XXOX.
455,O,1,.........,X,2,..X......
455,O,2,..X......,O,8,..X.....O
455,O,3,..X.....O,X,4,..X.X...O
455,O,4,..X.X...O,O,5,..X.XO..O
455,O,5,..X.XO..O,X,3,..XXXO..O
455,O,6,..XXXO..O,O,1,.OXXXO..O
455,O,7,.OXXXO..O,X,0,XOXXXO..O
455,O,8,XOXXXO..O,O,6,XOXXXOO.O
455,O,9,XOXXXOO.O,X,7,XOXXXOOXO
456,X,1,.........,X,1,.X.......
456,X,2,.X.......,O,3,.X.O.....
456,X,3,.X.O.....,X,2,.XXO.....
